round,test_accuracy,test_f1,test_image_accuracy,test_image_f1,test_image_precision,test_image_recall,test_loss,test_precision,test_recall,train_accuracy,train_f1,train_image_accuracy,train_image_f1,train_image_precision,train_image_recall,train_loss,train_precision,train_recall,val_accuracy,val_f1,val_image_accuracy,val_image_f1,val_image_precision,val_image_recall,val_loss,val_precision,val_recall
39,0.6636181229773462,0.6375298538554931,0.7475728155339806,0.7095423023578363,0.7326860841423949,0.7275080906148867,1.2764345457305812,0.6585833543384025,0.6483948220064725,0.9904410256410257,0.9909732506561655,1.0,1.0,1.0,1.0,0.023189199644080068,0.9913173146783416,0.9909252355052355,0.5583786080586081,0.5132767539693837,0.5930891330891329,0.527432757718472,0.5375457875457875,0.5828571428571429,3.364552040108627,0.5368963740619532,0.5479100366300367
40,0.6631262135922329,0.6353585263586665,0.7572815533980582,0.71584835876098,0.7455339805825242,0.7362459546925565,1.3020194103544758,0.6557868232824814,0.6466107874865156,0.9963311355311355,0.9963781192322109,1.0,1.0,1.0,1.0,0.022072241312699675,0.9963308107712301,0.9964538077478079,0.5625740822140821,0.5125750185645541,0.5838583638583639,0.5137435897435897,0.5155311355311355,0.5758974358974358,3.3614549502202853,0.5457992838669673,0.5495861782661784
41,0.6616634304207121,0.6342871865885058,0.7378640776699029,0.7019325011558021,0.7406796116504855,0.716504854368932,1.2729930362359638,0.656155124144453,0.6456256742179073,0.9920234432234433,0.9920153564129307,1.0,1.0,1.0,1.0,0.020970006168401282,0.9920573193515815,0.9921400784400785,0.5772250549450548,0.5369947347790551,0.6049572649572649,0.5319120879120879,0.5324542124542124,0.5958974358974359,2.833352919191437,0.5688597655580083,0.5662329181929182
42,0.6489708737864077,0.6200134166165635,0.7378640776699029,0.6946555709662505,0.7361488673139159,0.7119741100323624,1.415752239934462,0.6440656305987813,0.63241380798274,0.9859223443223442,0.9862520418966993,0.9956043956043956,0.996003996003996,0.9967032967032967,0.996043956043956,0.020949942927424352,0.987087296868807,0.9862013473933475,0.5787330891330892,0.5393387077750179,0.6153113553113553,0.5682930402930403,0.5728205128205128,0.6130402930402931,3.1108225651950963,0.5664099661354175,0.5704026862026862
43,0.6529967637540453,0.6232894378735984,0.7281553398058253,0.6871382339343503,0.7291909385113269,0.7032362459546926,1.3971658185454099,0.6500668588936992,0.6362724919093852,0.9937128205128204,0.9940589710851675,1.0,1.0,1.0,1.0,0.02010540626855338,0.9942226370372835,0.9940559809819809,0.5718408791208791,0.5261864014615553,0.6170451770451771,0.5578461538461539,0.5691575091575091,0.6057875457875458,3.4085153074067542,0.5618153403532083,0.5583695238095238
44,0.6742265372168286,0.6461546745196629,0.7184466019417476,0.6826259824318076,0.7176375404530744,0.6996763754045308,1.2319425237375554,0.6627043799487359,0.6577641855447681,0.9875648351648353,0.9878858247687261,0.9956043956043956,0.9959398496240601,0.996043956043956,0.996043956043956,0.01893245320506104,0.9881572641855471,0.9882897315277316,0.5665584696784697,0.5184809404529437,0.6033943833943833,0.5330340136054422,0.515084249084249,0.5956776556776556,3.316000723180179,0.5535047445678729,0.5570832722832723
45,0.66515857605178,0.6356636331451733,0.7281553398058253,0.6891539528432731,0.7215857605177994,0.7087378640776699,1.3284489966753643,0.6518927994461895,0.649178640776699,0.9949553113553113,0.9949634824502168,1.0,1.0,1.0,1.0,0.01946074400525253,0.9948797454406433,0.9950913382913384,0.5548327716727717,0.5024403519296979,0.5533089133089133,0.4807702773417059,0.4566593406593407,0.5520879120879121,3.4517501424877466,0.5325264664515392,0.5446388766788767
46,0.662588996763754,0.633506592743249,0.7572815533980582,0.7093943596856218,0.73789644012945,0.7333333333333332,1.3107411659830064,0.6558037054610673,0.6452537216828478,0.9856923076923078,0.9854871222329118,0.9956043956043956,0.9952769035475802,0.9964035964035964,0.9947252747252747,0.020008105147034255,0.9855918595350549,0.9856666103526105,0.5837431013431014,0.5362969814725221,0.6063247863247864,0.5368351648351648,0.531025641025641,0.5961904761904762,3.0677437487250026,0.5612879302653481,0.571694945054945
47,0.6786148867313916,0.6495565616931014,0.7669902912621359,0.7246879334257975,0.7597734627831715,0.7440129449838186,1.249196993300667,0.6690349347449364,0.66162761596548,0.9907282051282053,0.9903428243929172,0.9978021978021978,0.9970976392029023,0.997978021978022,0.9966300366300366,0.0190643484756997,0.9908856127825997,0.9901324041884041,0.5571491412291413,0.509859441606089,0.5950671550671551,0.5253919413919413,0.49926739926739927,0.6027838827838827,3.4270718662355413,0.5339456754003731,0.550967619047619
48,0.6496375404530744,0.6238543823191075,0.7281553398058253,0.6859546925566343,0.7126213592233009,0.7048543689320388,1.4007407110100694,0.6519021011045281,0.6351091693635383,0.9903252747252749,0.9906976509982939,1.0,1.0,1.0,1.0,0.019867506882410197,0.990816504653162,0.9909569622969624,0.5386210826210827,0.48841733702190093,0.5651770451770451,0.4725630559916274,0.4528571428571429,0.5363369963369964,3.5599866252247447,0.5246499485162661,0.5258999267399267
49,0.6409255663430421,0.6134789246973894,0.7087378640776699,0.671169671752196,0.6898058252427184,0.6889967637540453,1.4412820463262939,0.6440257847255128,0.6246012944983819,0.990043956043956,0.9901977049170364,0.9956043956043956,0.9960759040458289,0.9963369963369965,0.9961838161838162,0.018850029499700716,0.9906187894666927,0.9901499049099048,0.5562187057387058,0.5042111244668388,0.5625396825396826,0.4750706436420722,0.4501391941391942,0.5556776556776557,3.309514698542223,0.525465801175315,0.5426884493284494
50,0.6357864077669902,0.6100737834212346,0.7087378640776699,0.6713915857605178,0.6975728155339807,0.6935275080906148,1.4292950553828472,0.638424794429498,0.6225067961165048,0.9943179487179488,0.9945807969721133,1.0,1.0,1.0,1.0,0.019305724121128427,0.9945815046447847,0.9946307425167425,0.5697938787138787,0.5276327594606184,0.5838827838827838,0.522865515436944,0.5157435897435897,0.5828571428571429,3.243699005894191,0.5692461483860584,0.5654599755799755
51,0.6375404530744335,0.6156495387065437,0.7475728155339806,0.7160332871012481,0.7527831715210356,0.7304207119741101,1.4937367349719035,0.6456309563749298,0.6264623516720604,0.9886813186813187,0.9888709429720114,0.9956043956043956,0.9959115630057691,0.996003996003996,0.9962237762237761,0.018251293649783833,0.9888294084778791,0.989336730898731,0.5773767195767197,0.5333120357563144,0.613089133089133,0.5404186289900575,0.5511721611721612,0.5896703296703296,3.393840501645911,0.559472110300308,0.5655724053724055
